,Adjusted_rand_score,NMI,loss_base,loss_supp,loss_norm,loss_total,casl_loss,Test_accuracy,mAP_0.1,mAP_0.2,mAP_0.3,mAP_0.4,mAP_0.5,mAP_0.6,mAP_0.7,mAP_0.8,mAP_0.9,Average_mAP
0,0.4048595726490021,0.7015413641929626,0.19191616773605347,0.19150666892528534,368.4096374511719,0.4202638268470764,0.4999755918979645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6003006100654602,0.8067940473556519,0.17340725660324097,0.19205139577388763,321.5036315917969,0.39760902523994446,0.49998560547828674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.6285297870635986,0.81658935546875,0.14934515953063965,0.19369545578956604,273.84759521484375,0.37042537331581116,0.5000512003898621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.6813672780990601,0.848346471786499,0.1679450124502182,0.1940164864063263,226.83099365234375,0.3846445679664612,0.4999837875366211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
